id,topic_id,question_text,image,question_type
4542,42,What is hexadecimal number F2 in 8-bit binary?,,short_answer
4543,42,What is hexadecimal number F3 in 8-bit binary?,,short_answer
4544,42,What is hexadecimal number F4 in 8-bit binary?,,short_answer
4545,42,What is hexadecimal number F5 in 8-bit binary?,,short_answer
4546,42,What is hexadecimal number F6 in 8-bit binary?,,short_answer
4547,42,What is hexadecimal number F7 in 8-bit binary?,,short_answer
4548,42,What is hexadecimal number F8 in 8-bit binary?,,short_answer
4549,42,What is hexadecimal number F9 in 8-bit binary?,,short_answer
4550,42,What is hexadecimal number FA in 8-bit binary?,,short_answer
4551,42,What is hexadecimal number FB in 8-bit binary?,,short_answer
4552,42,What is hexadecimal number FC in 8-bit binary?,,short_answer
4553,42,What is hexadecimal number FD in 8-bit binary?,,short_answer
4554,42,What is hexadecimal number FE in 8-bit binary?,,short_answer
4555,42,What is hexadecimal number FF in 8-bit binary?,,short_answer
4556,42,What is binary number 00000001 in hexadecimal (2 characters)?,,short_answer
4557,42,What is binary number 00000010 in hexadecimal (2 characters)?,,short_answer
4558,42,What is binary number 00000011 in hexadecimal (2 characters)?,,short_answer
4559,42,What is binary number 00000100 in hexadecimal (2 characters)?,,short_answer
4560,42,What is binary number 00000101 in hexadecimal (2 characters)?,,short_answer
4561,42,What is binary number 00000110 in hexadecimal (2 characters)?,,short_answer
4562,42,What is binary number 00000111 in hexadecimal (2 characters)?,,short_answer
4563,42,What is binary number 00001000 in hexadecimal (2 characters)?,,short_answer
4564,42,What is binary number 00001001 in hexadecimal (2 characters)?,,short_answer
4565,42,What is binary number 00001010 in hexadecimal (2 characters)?,,short_answer
4566,42,What is binary number 00001011 in hexadecimal (2 characters)?,,short_answer
4567,42,What is binary number 00001100 in hexadecimal (2 characters)?,,short_answer
4568,42,What is binary number 00001101 in hexadecimal (2 characters)?,,short_answer
4569,42,What is binary number 00001110 in hexadecimal (2 characters)?,,short_answer
4570,42,What is binary number 00001111 in hexadecimal (2 characters)?,,short_answer
4571,42,What is binary number 00010000 in hexadecimal (2 characters)?,,short_answer
4572,42,What is binary number 00010001 in hexadecimal (2 characters)?,,short_answer
4573,42,What is binary number 00010010 in hexadecimal (2 characters)?,,short_answer
4574,42,What is binary number 00010011 in hexadecimal (2 characters)?,,short_answer
4575,42,What is binary number 00010100 in hexadecimal (2 characters)?,,short_answer
4576,42,What is binary number 00010101 in hexadecimal (2 characters)?,,short_answer
4577,42,What is binary number 00010110 in hexadecimal (2 characters)?,,short_answer
4578,42,What is binary number 00010111 in hexadecimal (2 characters)?,,short_answer
4579,42,What is binary number 00011000 in hexadecimal (2 characters)?,,short_answer
4580,42,What is binary number 00011001 in hexadecimal (2 characters)?,,short_answer
4581,42,What is binary number 00011010 in hexadecimal (2 characters)?,,short_answer
4582,42,What is binary number 00011011 in hexadecimal (2 characters)?,,short_answer
4583,42,What is binary number 00011100 in hexadecimal (2 characters)?,,short_answer
4584,42,What is binary number 00011101 in hexadecimal (2 characters)?,,short_answer
4585,42,What is binary number 00011110 in hexadecimal (2 characters)?,,short_answer
4586,42,What is binary number 00011111 in hexadecimal (2 characters)?,,short_answer
4587,42,What is binary number 00100000 in hexadecimal (2 characters)?,,short_answer
4588,42,What is binary number 00100001 in hexadecimal (2 characters)?,,short_answer
4589,42,What is binary number 00100010 in hexadecimal (2 characters)?,,short_answer
4590,42,What is binary number 00100011 in hexadecimal (2 characters)?,,short_answer
4591,42,What is binary number 00100100 in hexadecimal (2 characters)?,,short_answer
4592,42,What is binary number 00100101 in hexadecimal (2 characters)?,,short_answer
4593,42,What is binary number 00100110 in hexadecimal (2 characters)?,,short_answer
4594,42,What is binary number 00100111 in hexadecimal (2 characters)?,,short_answer
4595,42,What is binary number 00101000 in hexadecimal (2 characters)?,,short_answer
4596,42,What is binary number 00101001 in hexadecimal (2 characters)?,,short_answer
4597,42,What is binary number 00101010 in hexadecimal (2 characters)?,,short_answer
4598,42,What is binary number 00101011 in hexadecimal (2 characters)?,,short_answer
4599,42,What is binary number 00101100 in hexadecimal (2 characters)?,,short_answer
4600,42,What is binary number 00101101 in hexadecimal (2 characters)?,,short_answer
4601,42,What is binary number 00101110 in hexadecimal (2 characters)?,,short_answer
4602,42,What is binary number 00101111 in hexadecimal (2 characters)?,,short_answer
4603,42,What is binary number 00110000 in hexadecimal (2 characters)?,,short_answer
4604,42,What is binary number 00110001 in hexadecimal (2 characters)?,,short_answer
4605,42,What is binary number 00110010 in hexadecimal (2 characters)?,,short_answer
4606,42,What is binary number 00110011 in hexadecimal (2 characters)?,,short_answer
4607,42,What is binary number 00110100 in hexadecimal (2 characters)?,,short_answer
4608,42,What is binary number 00110101 in hexadecimal (2 characters)?,,short_answer
4609,42,What is binary number 00110110 in hexadecimal (2 characters)?,,short_answer
4610,42,What is binary number 00110111 in hexadecimal (2 characters)?,,short_answer
4611,42,What is binary number 00111000 in hexadecimal (2 characters)?,,short_answer
4612,42,What is binary number 00111001 in hexadecimal (2 characters)?,,short_answer
4613,42,What is binary number 00111010 in hexadecimal (2 characters)?,,short_answer
4614,42,What is binary number 00111011 in hexadecimal (2 characters)?,,short_answer
4615,42,What is binary number 00111100 in hexadecimal (2 characters)?,,short_answer
4616,42,What is binary number 00111101 in hexadecimal (2 characters)?,,short_answer
4617,42,What is binary number 00111110 in hexadecimal (2 characters)?,,short_answer
4618,42,What is binary number 00111111 in hexadecimal (2 characters)?,,short_answer
4619,42,What is binary number 01000000 in hexadecimal (2 characters)?,,short_answer
4620,42,What is binary number 01000001 in hexadecimal (2 characters)?,,short_answer
4621,42,What is binary number 01000010 in hexadecimal (2 characters)?,,short_answer
4622,42,What is binary number 01000011 in hexadecimal (2 characters)?,,short_answer
4623,42,What is binary number 01000100 in hexadecimal (2 characters)?,,short_answer
4624,42,What is binary number 01000101 in hexadecimal (2 characters)?,,short_answer
4625,42,What is binary number 01000110 in hexadecimal (2 characters)?,,short_answer
4626,42,What is binary number 01000111 in hexadecimal (2 characters)?,,short_answer
4627,42,What is binary number 01001000 in hexadecimal (2 characters)?,,short_answer
4628,42,What is binary number 01001001 in hexadecimal (2 characters)?,,short_answer
4629,42,What is binary number 01001010 in hexadecimal (2 characters)?,,short_answer
4630,42,What is binary number 01001011 in hexadecimal (2 characters)?,,short_answer
4631,42,What is binary number 01001100 in hexadecimal (2 characters)?,,short_answer
4632,42,What is binary number 01001101 in hexadecimal (2 characters)?,,short_answer
4633,42,What is binary number 01001110 in hexadecimal (2 characters)?,,short_answer
4634,42,What is binary number 01001111 in hexadecimal (2 characters)?,,short_answer
4635,42,What is binary number 01010000 in hexadecimal (2 characters)?,,short_answer
4636,42,What is binary number 01010001 in hexadecimal (2 characters)?,,short_answer
4637,42,What is binary number 01010010 in hexadecimal (2 characters)?,,short_answer
4638,42,What is binary number 01010011 in hexadecimal (2 characters)?,,short_answer
4639,42,What is binary number 01010100 in hexadecimal (2 characters)?,,short_answer
4640,42,What is binary number 01010101 in hexadecimal (2 characters)?,,short_answer
4641,42,What is binary number 01010110 in hexadecimal (2 characters)?,,short_answer
4642,42,What is binary number 01010111 in hexadecimal (2 characters)?,,short_answer
4643,42,What is binary number 01011000 in hexadecimal (2 characters)?,,short_answer
4644,42,What is binary number 01011001 in hexadecimal (2 characters)?,,short_answer
4645,42,What is binary number 01011010 in hexadecimal (2 characters)?,,short_answer
4646,42,What is binary number 01011011 in hexadecimal (2 characters)?,,short_answer
4647,42,What is binary number 01011100 in hexadecimal (2 characters)?,,short_answer
4648,42,What is binary number 01011101 in hexadecimal (2 characters)?,,short_answer
4649,42,What is binary number 01011110 in hexadecimal (2 characters)?,,short_answer
4650,42,What is binary number 01011111 in hexadecimal (2 characters)?,,short_answer
4651,42,What is binary number 01100000 in hexadecimal (2 characters)?,,short_answer
4652,42,What is binary number 01100001 in hexadecimal (2 characters)?,,short_answer
4653,42,What is binary number 01100010 in hexadecimal (2 characters)?,,short_answer
4654,42,What is binary number 01100011 in hexadecimal (2 characters)?,,short_answer
4655,42,What is binary number 01100100 in hexadecimal (2 characters)?,,short_answer
4656,42,What is binary number 01100101 in hexadecimal (2 characters)?,,short_answer
4657,42,What is binary number 01100110 in hexadecimal (2 characters)?,,short_answer
4658,42,What is binary number 01100111 in hexadecimal (2 characters)?,,short_answer
4659,42,What is binary number 01101000 in hexadecimal (2 characters)?,,short_answer
4660,42,What is binary number 01101001 in hexadecimal (2 characters)?,,short_answer
4661,42,What is binary number 01101010 in hexadecimal (2 characters)?,,short_answer
4662,42,What is binary number 01101011 in hexadecimal (2 characters)?,,short_answer
4663,42,What is binary number 01101100 in hexadecimal (2 characters)?,,short_answer
4664,42,What is binary number 01101101 in hexadecimal (2 characters)?,,short_answer
4665,42,What is binary number 01101110 in hexadecimal (2 characters)?,,short_answer
4666,42,What is binary number 01101111 in hexadecimal (2 characters)?,,short_answer
4667,42,What is binary number 01110000 in hexadecimal (2 characters)?,,short_answer
4668,42,What is binary number 01110001 in hexadecimal (2 characters)?,,short_answer
4669,42,What is binary number 01110010 in hexadecimal (2 characters)?,,short_answer
4670,42,What is binary number 01110011 in hexadecimal (2 characters)?,,short_answer
4671,42,What is binary number 01110100 in hexadecimal (2 characters)?,,short_answer
4672,42,What is binary number 01110101 in hexadecimal (2 characters)?,,short_answer
4673,42,What is binary number 01110110 in hexadecimal (2 characters)?,,short_answer
4674,42,What is binary number 01110111 in hexadecimal (2 characters)?,,short_answer
4675,42,What is binary number 01111000 in hexadecimal (2 characters)?,,short_answer
4676,42,What is binary number 01111001 in hexadecimal (2 characters)?,,short_answer
4677,42,What is binary number 01111010 in hexadecimal (2 characters)?,,short_answer
4678,42,What is binary number 01111011 in hexadecimal (2 characters)?,,short_answer
4679,42,What is binary number 01111100 in hexadecimal (2 characters)?,,short_answer
4680,42,What is binary number 01111101 in hexadecimal (2 characters)?,,short_answer
4681,42,What is binary number 01111110 in hexadecimal (2 characters)?,,short_answer
4682,42,What is binary number 01111111 in hexadecimal (2 characters)?,,short_answer
4683,42,What is binary number 10000000 in hexadecimal (2 characters)?,,short_answer
4684,42,What is binary number 10000001 in hexadecimal (2 characters)?,,short_answer
4685,42,What is binary number 10000010 in hexadecimal (2 characters)?,,short_answer
4686,42,What is binary number 10000011 in hexadecimal (2 characters)?,,short_answer
4687,42,What is binary number 10000100 in hexadecimal (2 characters)?,,short_answer
4688,42,What is binary number 10000101 in hexadecimal (2 characters)?,,short_answer
4689,42,What is binary number 10000110 in hexadecimal (2 characters)?,,short_answer
4690,42,What is binary number 10000111 in hexadecimal (2 characters)?,,short_answer
4691,42,What is binary number 10001000 in hexadecimal (2 characters)?,,short_answer
4692,42,What is binary number 10001001 in hexadecimal (2 characters)?,,short_answer
4693,42,What is binary number 10001010 in hexadecimal (2 characters)?,,short_answer
4694,42,What is binary number 10001011 in hexadecimal (2 characters)?,,short_answer
4695,42,What is binary number 10001100 in hexadecimal (2 characters)?,,short_answer
4696,42,What is binary number 10001101 in hexadecimal (2 characters)?,,short_answer
4697,42,What is binary number 10001110 in hexadecimal (2 characters)?,,short_answer
4698,42,What is binary number 10001111 in hexadecimal (2 characters)?,,short_answer
4699,42,What is binary number 10010000 in hexadecimal (2 characters)?,,short_answer
4700,42,What is binary number 10010001 in hexadecimal (2 characters)?,,short_answer
4701,42,What is binary number 10010010 in hexadecimal (2 characters)?,,short_answer
4702,42,What is binary number 10010011 in hexadecimal (2 characters)?,,short_answer
4703,42,What is binary number 10010100 in hexadecimal (2 characters)?,,short_answer
4704,42,What is binary number 10010101 in hexadecimal (2 characters)?,,short_answer
4705,42,What is binary number 10010110 in hexadecimal (2 characters)?,,short_answer
4706,42,What is binary number 10010111 in hexadecimal (2 characters)?,,short_answer
4707,42,What is binary number 10011000 in hexadecimal (2 characters)?,,short_answer
4708,42,What is binary number 10011001 in hexadecimal (2 characters)?,,short_answer
4709,42,What is binary number 10011010 in hexadecimal (2 characters)?,,short_answer
4710,42,What is binary number 10011011 in hexadecimal (2 characters)?,,short_answer
4711,42,What is binary number 10011100 in hexadecimal (2 characters)?,,short_answer
4712,42,What is binary number 10011101 in hexadecimal (2 characters)?,,short_answer
4713,42,What is binary number 10011110 in hexadecimal (2 characters)?,,short_answer
4714,42,What is binary number 10011111 in hexadecimal (2 characters)?,,short_answer
4715,42,What is binary number 10100000 in hexadecimal (2 characters)?,,short_answer
4716,42,What is binary number 10100001 in hexadecimal (2 characters)?,,short_answer
4717,42,What is binary number 10100010 in hexadecimal (2 characters)?,,short_answer
4718,42,What is binary number 10100011 in hexadecimal (2 characters)?,,short_answer
4719,42,What is binary number 10100100 in hexadecimal (2 characters)?,,short_answer
4720,42,What is binary number 10100101 in hexadecimal (2 characters)?,,short_answer
4721,42,What is binary number 10100110 in hexadecimal (2 characters)?,,short_answer
4722,42,What is binary number 10100111 in hexadecimal (2 characters)?,,short_answer
4723,42,What is binary number 10101000 in hexadecimal (2 characters)?,,short_answer
4724,42,What is binary number 10101001 in hexadecimal (2 characters)?,,short_answer
4725,42,What is binary number 10101010 in hexadecimal (2 characters)?,,short_answer
4726,42,What is binary number 10101011 in hexadecimal (2 characters)?,,short_answer
4727,42,What is binary number 10101100 in hexadecimal (2 characters)?,,short_answer
4728,42,What is binary number 10101101 in hexadecimal (2 characters)?,,short_answer
4729,42,What is binary number 10101110 in hexadecimal (2 characters)?,,short_answer
4730,42,What is binary number 10101111 in hexadecimal (2 characters)?,,short_answer
4731,42,What is binary number 10110000 in hexadecimal (2 characters)?,,short_answer
4732,42,What is binary number 10110001 in hexadecimal (2 characters)?,,short_answer
4733,42,What is binary number 10110010 in hexadecimal (2 characters)?,,short_answer
4734,42,What is binary number 10110011 in hexadecimal (2 characters)?,,short_answer
4735,42,What is binary number 10110100 in hexadecimal (2 characters)?,,short_answer
4736,42,What is binary number 10110101 in hexadecimal (2 characters)?,,short_answer
4737,42,What is binary number 10110110 in hexadecimal (2 characters)?,,short_answer
4738,42,What is binary number 10110111 in hexadecimal (2 characters)?,,short_answer
4739,42,What is binary number 10111000 in hexadecimal (2 characters)?,,short_answer
4740,42,What is binary number 10111001 in hexadecimal (2 characters)?,,short_answer
4741,42,What is binary number 10111010 in hexadecimal (2 characters)?,,short_answer
4742,42,What is binary number 10111011 in hexadecimal (2 characters)?,,short_answer
4743,42,What is binary number 10111100 in hexadecimal (2 characters)?,,short_answer
4744,42,What is binary number 10111101 in hexadecimal (2 characters)?,,short_answer
4745,42,What is binary number 10111110 in hexadecimal (2 characters)?,,short_answer
4746,42,What is binary number 10111111 in hexadecimal (2 characters)?,,short_answer
4747,42,What is binary number 11000000 in hexadecimal (2 characters)?,,short_answer
4748,42,What is binary number 11000001 in hexadecimal (2 characters)?,,short_answer
4749,42,What is binary number 11000010 in hexadecimal (2 characters)?,,short_answer
4750,42,What is binary number 11000011 in hexadecimal (2 characters)?,,short_answer
4751,42,What is binary number 11000100 in hexadecimal (2 characters)?,,short_answer
4752,42,What is binary number 11000101 in hexadecimal (2 characters)?,,short_answer
4753,42,What is binary number 11000110 in hexadecimal (2 characters)?,,short_answer
4754,42,What is binary number 11000111 in hexadecimal (2 characters)?,,short_answer
4755,42,What is binary number 11001000 in hexadecimal (2 characters)?,,short_answer
4756,42,What is binary number 11001001 in hexadecimal (2 characters)?,,short_answer
4757,42,What is binary number 11001010 in hexadecimal (2 characters)?,,short_answer
4758,42,What is binary number 11001011 in hexadecimal (2 characters)?,,short_answer
4759,42,What is binary number 11001100 in hexadecimal (2 characters)?,,short_answer
4760,42,What is binary number 11001101 in hexadecimal (2 characters)?,,short_answer
4761,42,What is binary number 11001110 in hexadecimal (2 characters)?,,short_answer
4762,42,What is binary number 11001111 in hexadecimal (2 characters)?,,short_answer
4763,42,What is binary number 11010000 in hexadecimal (2 characters)?,,short_answer
4764,42,What is binary number 11010001 in hexadecimal (2 characters)?,,short_answer
4765,42,What is binary number 11010010 in hexadecimal (2 characters)?,,short_answer
4766,42,What is binary number 11010011 in hexadecimal (2 characters)?,,short_answer
4767,42,What is binary number 11010100 in hexadecimal (2 characters)?,,short_answer
4768,42,What is binary number 11010101 in hexadecimal (2 characters)?,,short_answer
4769,42,What is binary number 11010110 in hexadecimal (2 characters)?,,short_answer
4770,42,What is binary number 11010111 in hexadecimal (2 characters)?,,short_answer
4771,42,What is binary number 11011000 in hexadecimal (2 characters)?,,short_answer
4772,42,What is binary number 11011001 in hexadecimal (2 characters)?,,short_answer
4773,42,What is binary number 11011010 in hexadecimal (2 characters)?,,short_answer
4774,42,What is binary number 11011011 in hexadecimal (2 characters)?,,short_answer
4775,42,What is binary number 11011100 in hexadecimal (2 characters)?,,short_answer
4776,42,What is binary number 11011101 in hexadecimal (2 characters)?,,short_answer
4777,42,What is binary number 11011110 in hexadecimal (2 characters)?,,short_answer
4778,42,What is binary number 11011111 in hexadecimal (2 characters)?,,short_answer
4779,42,What is binary number 11100000 in hexadecimal (2 characters)?,,short_answer
4780,42,What is binary number 11100001 in hexadecimal (2 characters)?,,short_answer
4781,42,What is binary number 11100010 in hexadecimal (2 characters)?,,short_answer
4782,42,What is binary number 11100011 in hexadecimal (2 characters)?,,short_answer
4783,42,What is binary number 11100100 in hexadecimal (2 characters)?,,short_answer
4784,42,What is binary number 11100101 in hexadecimal (2 characters)?,,short_answer
4785,42,What is binary number 11100110 in hexadecimal (2 characters)?,,short_answer
4786,42,What is binary number 11100111 in hexadecimal (2 characters)?,,short_answer
4787,42,What is binary number 11101000 in hexadecimal (2 characters)?,,short_answer
4788,42,What is binary number 11101001 in hexadecimal (2 characters)?,,short_answer
4789,42,What is binary number 11101010 in hexadecimal (2 characters)?,,short_answer
4790,42,What is binary number 11101011 in hexadecimal (2 characters)?,,short_answer
4791,42,What is binary number 11101100 in hexadecimal (2 characters)?,,short_answer
4792,42,What is binary number 11101101 in hexadecimal (2 characters)?,,short_answer
4793,42,What is binary number 11101110 in hexadecimal (2 characters)?,,short_answer
4794,42,What is binary number 11101111 in hexadecimal (2 characters)?,,short_answer
4795,42,What is binary number 11110000 in hexadecimal (2 characters)?,,short_answer
4796,42,What is binary number 11110001 in hexadecimal (2 characters)?,,short_answer
4797,42,What is binary number 11110010 in hexadecimal (2 characters)?,,short_answer
4798,42,What is binary number 11110011 in hexadecimal (2 characters)?,,short_answer
4799,42,What is binary number 11110100 in hexadecimal (2 characters)?,,short_answer
4800,42,What is binary number 11110101 in hexadecimal (2 characters)?,,short_answer
4801,42,What is binary number 11110110 in hexadecimal (2 characters)?,,short_answer
4802,42,What is binary number 11110111 in hexadecimal (2 characters)?,,short_answer
4803,42,What is binary number 11111000 in hexadecimal (2 characters)?,,short_answer
4804,42,What is binary number 11111001 in hexadecimal (2 characters)?,,short_answer
4805,42,What is binary number 11111010 in hexadecimal (2 characters)?,,short_answer
4806,42,What is binary number 11111011 in hexadecimal (2 characters)?,,short_answer
4807,42,What is binary number 11111100 in hexadecimal (2 characters)?,,short_answer
4808,42,What is binary number 11111101 in hexadecimal (2 characters)?,,short_answer
4809,42,What is binary number 11111110 in hexadecimal (2 characters)?,,short_answer
4810,42,What is binary number 11111111 in hexadecimal (2 characters)?,,short_answer
4811,43,What is hexadecimal number 01 in denary?,,short_answer
4812,43,What is hexadecimal number 02 in denary?,,short_answer
4813,43,What is hexadecimal number 03 in denary?,,short_answer
4814,43,What is hexadecimal number 04 in denary?,,short_answer
4815,43,What is hexadecimal number 05 in denary?,,short_answer
4816,43,What is hexadecimal number 06 in denary?,,short_answer
4817,43,What is hexadecimal number 07 in denary?,,short_answer
4818,43,What is hexadecimal number 08 in denary?,,short_answer
4819,43,What is hexadecimal number 09 in denary?,,short_answer
4820,43,What is hexadecimal number 0A in denary?,,short_answer
4821,43,What is hexadecimal number 0B in denary?,,short_answer
4822,43,What is hexadecimal number 0C in denary?,,short_answer
4823,43,What is hexadecimal number 0D in denary?,,short_answer
4824,43,What is hexadecimal number 0E in denary?,,short_answer
4825,43,What is hexadecimal number 0F in denary?,,short_answer
4826,43,What is hexadecimal number 10 in denary?,,short_answer
4827,43,What is hexadecimal number 11 in denary?,,short_answer
4828,43,What is hexadecimal number 12 in denary?,,short_answer
4829,43,What is hexadecimal number 13 in denary?,,short_answer
4830,43,What is hexadecimal number 14 in denary?,,short_answer
4831,43,What is hexadecimal number 15 in denary?,,short_answer
4832,43,What is hexadecimal number 16 in denary?,,short_answer
4833,43,What is hexadecimal number 17 in denary?,,short_answer
4834,43,What is hexadecimal number 18 in denary?,,short_answer
4835,43,What is hexadecimal number 19 in denary?,,short_answer
4836,43,What is hexadecimal number 1A in denary?,,short_answer
4837,43,What is hexadecimal number 1B in denary?,,short_answer
4838,43,What is hexadecimal number 1C in denary?,,short_answer
4839,43,What is hexadecimal number 1D in denary?,,short_answer
4840,43,What is hexadecimal number 1E in denary?,,short_answer
4841,43,What is hexadecimal number 1F in denary?,,short_answer
4842,43,What is hexadecimal number 20 in denary?,,short_answer
4843,43,What is hexadecimal number 21 in denary?,,short_answer
4844,43,What is hexadecimal number 22 in denary?,,short_answer
4845,43,What is hexadecimal number 23 in denary?,,short_answer
4846,43,What is hexadecimal number 24 in denary?,,short_answer
4847,43,What is hexadecimal number 25 in denary?,,short_answer
4848,43,What is hexadecimal number 26 in denary?,,short_answer
4849,43,What is hexadecimal number 27 in denary?,,short_answer
4850,43,What is hexadecimal number 28 in denary?,,short_answer
4851,43,What is hexadecimal number 29 in denary?,,short_answer
4852,43,What is hexadecimal number 2A in denary?,,short_answer
4853,43,What is hexadecimal number 2B in denary?,,short_answer
4854,43,What is hexadecimal number 2C in denary?,,short_answer
4855,43,What is hexadecimal number 2D in denary?,,short_answer
4856,43,What is hexadecimal number 2E in denary?,,short_answer
4857,43,What is hexadecimal number 2F in denary?,,short_answer
4858,43,What is hexadecimal number 30 in denary?,,short_answer
4859,43,What is hexadecimal number 31 in denary?,,short_answer
4860,43,What is hexadecimal number 32 in denary?,,short_answer
4861,43,What is hexadecimal number 33 in denary?,,short_answer
4862,43,What is hexadecimal number 34 in denary?,,short_answer
4863,43,What is hexadecimal number 35 in denary?,,short_answer
4864,43,What is hexadecimal number 36 in denary?,,short_answer
4865,43,What is hexadecimal number 37 in denary?,,short_answer
4866,43,What is hexadecimal number 38 in denary?,,short_answer
4867,43,What is hexadecimal number 39 in denary?,,short_answer
4868,43,What is hexadecimal number 3A in denary?,,short_answer
4869,43,What is hexadecimal number 3B in denary?,,short_answer
4870,43,What is hexadecimal number 3C in denary?,,short_answer
4871,43,What is hexadecimal number 3D in denary?,,short_answer
4872,43,What is hexadecimal number 3E in denary?,,short_answer
4873,43,What is hexadecimal number 3F in denary?,,short_answer
4874,43,What is hexadecimal number 40 in denary?,,short_answer
4875,43,What is hexadecimal number 41 in denary?,,short_answer
4876,43,What is hexadecimal number 42 in denary?,,short_answer
4877,43,What is hexadecimal number 43 in denary?,,short_answer
4878,43,What is hexadecimal number 44 in denary?,,short_answer
4879,43,What is hexadecimal number 45 in denary?,,short_answer
4880,43,What is hexadecimal number 46 in denary?,,short_answer
4881,43,What is hexadecimal number 47 in denary?,,short_answer
4882,43,What is hexadecimal number 48 in denary?,,short_answer
4883,43,What is hexadecimal number 49 in denary?,,short_answer
4884,43,What is hexadecimal number 4A in denary?,,short_answer
4885,43,What is hexadecimal number 4B in denary?,,short_answer
4886,43,What is hexadecimal number 4C in denary?,,short_answer
4887,43,What is hexadecimal number 4D in denary?,,short_answer
4888,43,What is hexadecimal number 4E in denary?,,short_answer
4889,43,What is hexadecimal number 4F in denary?,,short_answer
4890,43,What is hexadecimal number 50 in denary?,,short_answer
4891,43,What is hexadecimal number 51 in denary?,,short_answer
4892,43,What is hexadecimal number 52 in denary?,,short_answer
4893,43,What is hexadecimal number 53 in denary?,,short_answer
4894,43,What is hexadecimal number 54 in denary?,,short_answer
4895,43,What is hexadecimal number 55 in denary?,,short_answer
4896,43,What is hexadecimal number 56 in denary?,,short_answer
4897,43,What is hexadecimal number 57 in denary?,,short_answer
4898,43,What is hexadecimal number 58 in denary?,,short_answer
4899,43,What is hexadecimal number 59 in denary?,,short_answer
4900,43,What is hexadecimal number 5A in denary?,,short_answer
4901,43,What is hexadecimal number 5B in denary?,,short_answer
4902,43,What is hexadecimal number 5C in denary?,,short_answer
4903,43,What is hexadecimal number 5D in denary?,,short_answer
4904,43,What is hexadecimal number 5E in denary?,,short_answer
4905,43,What is hexadecimal number 5F in denary?,,short_answer
4906,43,What is hexadecimal number 60 in denary?,,short_answer
4907,43,What is hexadecimal number 61 in denary?,,short_answer
4908,43,What is hexadecimal number 62 in denary?,,short_answer
4909,43,What is hexadecimal number 63 in denary?,,short_answer
4910,43,What is hexadecimal number 64 in denary?,,short_answer
4911,43,What is hexadecimal number 65 in denary?,,short_answer
4912,43,What is hexadecimal number 66 in denary?,,short_answer
4913,43,What is hexadecimal number 67 in denary?,,short_answer
4914,43,What is hexadecimal number 68 in denary?,,short_answer
4915,43,What is hexadecimal number 69 in denary?,,short_answer
4916,43,What is hexadecimal number 6A in denary?,,short_answer
4917,43,What is hexadecimal number 6B in denary?,,short_answer
4918,43,What is hexadecimal number 6C in denary?,,short_answer
4919,43,What is hexadecimal number 6D in denary?,,short_answer
4920,43,What is hexadecimal number 6E in denary?,,short_answer
4921,43,What is hexadecimal number 6F in denary?,,short_answer
4922,43,What is hexadecimal number 70 in denary?,,short_answer
4923,43,What is hexadecimal number 71 in denary?,,short_answer
4924,43,What is hexadecimal number 72 in denary?,,short_answer
4925,43,What is hexadecimal number 73 in denary?,,short_answer
4926,43,What is hexadecimal number 74 in denary?,,short_answer
4927,43,What is hexadecimal number 75 in denary?,,short_answer
4928,43,What is hexadecimal number 76 in denary?,,short_answer
4929,43,What is hexadecimal number 77 in denary?,,short_answer
4930,43,What is hexadecimal number 78 in denary?,,short_answer
4931,43,What is hexadecimal number 79 in denary?,,short_answer
4932,43,What is hexadecimal number 7A in denary?,,short_answer
4933,43,What is hexadecimal number 7B in denary?,,short_answer
4934,43,What is hexadecimal number 7C in denary?,,short_answer
4935,43,What is hexadecimal number 7D in denary?,,short_answer
4936,43,What is hexadecimal number 7E in denary?,,short_answer
4937,43,What is hexadecimal number 7F in denary?,,short_answer
4938,43,What is hexadecimal number 80 in denary?,,short_answer
4939,43,What is hexadecimal number 81 in denary?,,short_answer
4940,43,What is hexadecimal number 82 in denary?,,short_answer
4941,43,What is hexadecimal number 83 in denary?,,short_answer
4942,43,What is hexadecimal number 84 in denary?,,short_answer
4943,43,What is hexadecimal number 85 in denary?,,short_answer
4944,43,What is hexadecimal number 86 in denary?,,short_answer
4945,43,What is hexadecimal number 87 in denary?,,short_answer
4946,43,What is hexadecimal number 88 in denary?,,short_answer
4947,43,What is hexadecimal number 89 in denary?,,short_answer
4948,43,What is hexadecimal number 8A in denary?,,short_answer
4949,43,What is hexadecimal number 8B in denary?,,short_answer
4950,43,What is hexadecimal number 8C in denary?,,short_answer
4951,43,What is hexadecimal number 8D in denary?,,short_answer
4952,43,What is hexadecimal number 8E in denary?,,short_answer
4953,43,What is hexadecimal number 8F in denary?,,short_answer
4954,43,What is hexadecimal number 90 in denary?,,short_answer
4955,43,What is hexadecimal number 91 in denary?,,short_answer
4956,43,What is hexadecimal number 92 in denary?,,short_answer
4957,43,What is hexadecimal number 93 in denary?,,short_answer
4958,43,What is hexadecimal number 94 in denary?,,short_answer
4959,43,What is hexadecimal number 95 in denary?,,short_answer
4960,43,What is hexadecimal number 96 in denary?,,short_answer
4961,43,What is hexadecimal number 97 in denary?,,short_answer
4962,43,What is hexadecimal number 98 in denary?,,short_answer
4963,43,What is hexadecimal number 99 in denary?,,short_answer
4964,43,What is hexadecimal number 9A in denary?,,short_answer
4965,43,What is hexadecimal number 9B in denary?,,short_answer
